,CellIndex,FOVId,CellId,Draft mitotic state resolved,Draft mitotic state coarse,Draft M6/M7 complete,Expert mitotic state resolved,Expert mitotic state coarse
17561,28,11297,559737,M0,Non-mitotic,True,,
17562,29,11297,559738,M0,Non-mitotic,True,,
17563,36,11297,559745,M0,Non-mitotic,True,,
17564,37,11297,559746,M0,Non-mitotic,True,,
17565,38,11297,559747,M0,Non-mitotic,True,,
17566,5,7465,559754,M0,Non-mitotic,True,,
17567,9,7465,559758,M0,Non-mitotic,True,,
17568,18,7465,559767,M0,Non-mitotic,True,,
17569,19,7465,559768,M0,Non-mitotic,True,,
17570,20,7465,559769,M0,Non-mitotic,True,,
17571,21,7465,559770,M0,Non-mitotic,True,,
17572,11,11299,559834,M0,Non-mitotic,True,,
17573,4,11300,559915,M0,Non-mitotic,True,,
17574,9,11300,559920,M6/M7,Mitotic,False,,
17575,20,7467,559973,M0,Non-mitotic,True,,
17576,28,7467,559981,M0,Non-mitotic,True,,
17577,3,11301,559997,M0,Non-mitotic,True,,
17578,10,11301,560004,M4/M5,Mitotic,True,,
17579,14,11301,560008,M0,Non-mitotic,True,,
17580,9,7468,560034,M0,Non-mitotic,True,,
17581,3,11302,560087,M0,Non-mitotic,True,,
17582,7,11302,560091,M0,Non-mitotic,True,,
17583,13,11302,560097,M0,Non-mitotic,True,,
17584,15,11302,560099,M0,Non-mitotic,True,,
17585,3,11303,560143,M0,Non-mitotic,True,,
17586,4,11303,560144,M0,Non-mitotic,True,,
17587,14,11303,560154,M0,Non-mitotic,True,,
17588,20,11303,560160,M0,Non-mitotic,True,,
17589,21,11303,560161,M0,Non-mitotic,True,,
17590,34,11303,560174,M0,Non-mitotic,True,,
17591,35,11303,560175,M0,Non-mitotic,True,,
17592,5,7470,560189,M0,Non-mitotic,True,,
17593,16,7470,560200,M0,Non-mitotic,True,,
17594,15,11304,560245,M0,Non-mitotic,True,,
17595,22,11304,560252,M0,Non-mitotic,True,,
17596,26,11304,560256,M0,Non-mitotic,True,,
17597,30,11304,560260,M0,Non-mitotic,True,,
17598,2,11305,560329,M0,Non-mitotic,True,,
17599,10,11305,560337,M0,Non-mitotic,True,,
17600,12,11305,560339,M0,Non-mitotic,True,,
17601,18,11305,560345,M0,Non-mitotic,True,,
17602,21,11305,560348,M6/M7,Mitotic,False,,
17603,11,11306,560417,M0,Non-mitotic,True,,
17604,7,7473,560428,M0,Non-mitotic,True,,
17605,3,11307,560481,M0,Non-mitotic,True,,
17606,19,11307,560497,M0,Non-mitotic,True,,
17607,21,11307,560499,M0,Non-mitotic,True,,
17608,24,11307,560502,M0,Non-mitotic,True,,
17609,6,7474,560517,M0,Non-mitotic,True,,
17610,10,11308,560570,M0,Non-mitotic,True,,
17611,21,11308,560581,M0,Non-mitotic,True,,
17612,27,11308,560587,M0,Non-mitotic,True,,
17613,13,7475,560606,M0,Non-mitotic,True,,
17614,26,7475,560619,M0,Non-mitotic,True,,
17615,5,11309,560660,M0,Non-mitotic,True,,
17616,7,11309,560662,M0,Non-mitotic,True,,
17617,31,11309,560686,M0,Non-mitotic,True,,
17618,3,7476,560700,M0,Non-mitotic,True,,
17619,4,11310,560744,M0,Non-mitotic,True,,
17620,5,11310,560745,M0,Non-mitotic,True,,
17621,17,11311,560816,M0,Non-mitotic,True,,
17622,22,11312,560935,M0,Non-mitotic,True,,
17623,24,11312,560937,M0,Non-mitotic,True,,
17624,25,11312,560938,M0,Non-mitotic,True,,
17625,9,7480,560962,M0,Non-mitotic,True,,
17626,14,11313,561028,M0,Non-mitotic,True,,
17627,17,11313,561031,M0,Non-mitotic,True,,
17628,6,7481,561053,M0,Non-mitotic,True,,
17629,10,7481,561057,M0,Non-mitotic,True,,
17630,11,7481,561058,M0,Non-mitotic,True,,
17631,13,7481,561060,M0,Non-mitotic,True,,
17632,18,7481,561065,M0,Non-mitotic,True,,
17633,19,7481,561066,M0,Non-mitotic,True,,
17634,22,7481,561069,M0,Non-mitotic,True,,
17635,28,7481,561075,M0,Non-mitotic,True,,
17636,42,7481,561089,M0,Non-mitotic,True,,
17637,8,11314,561128,M0,Non-mitotic,True,,
17638,18,11314,561138,M0,Non-mitotic,True,,
17639,19,11314,561139,M0,Non-mitotic,True,,
17640,25,11314,561145,M0,Non-mitotic,True,,
17641,11,11315,561217,M0,Non-mitotic,True,,
17642,24,11316,561291,M0,Non-mitotic,True,,
17643,10,7485,561309,M0,Non-mitotic,True,,
17644,23,7485,561322,M0,Non-mitotic,True,,
17645,33,7485,561332,M0,Non-mitotic,True,,
17646,5,11317,561370,M0,Non-mitotic,True,,
17647,21,11317,561386,M0,Non-mitotic,True,,
17648,6,7486,561394,M0,Non-mitotic,True,,
17649,26,7486,561414,M0,Non-mitotic,True,,
17650,28,7486,561416,M0,Non-mitotic,True,,
17651,38,7486,561426,M0,Non-mitotic,True,,
17652,13,11318,561474,M0,Non-mitotic,True,,
17653,17,11318,561478,M0,Non-mitotic,True,,
17654,6,11319,561551,M0,Non-mitotic,True,,
17655,11,11319,561556,M0,Non-mitotic,True,,
17656,12,11319,561557,M0,Non-mitotic,True,,
17657,23,11319,561568,M0,Non-mitotic,True,,
17658,4,7488,561580,M0,Non-mitotic,True,,
17659,26,7488,561602,M0,Non-mitotic,True,,
17660,11,11321,561656,M0,Non-mitotic,True,,
17661,30,11321,561675,M0,Non-mitotic,True,,
17662,41,7490,561743,M0,Non-mitotic,True,,
17663,1,11322,561759,M0,Non-mitotic,True,,
17664,24,7492,561871,M0,Non-mitotic,True,,
17665,1,11324,561919,M0,Non-mitotic,True,,
17666,3,11324,561921,M0,Non-mitotic,True,,
17667,5,11324,561923,M6/M7,Mitotic,False,,
17668,8,11324,561926,M0,Non-mitotic,True,,
17669,11,11324,561929,M0,Non-mitotic,True,,
17670,21,11324,561939,M6/M7,Mitotic,False,,
17671,22,11324,561940,M0,Non-mitotic,True,,
17672,30,11324,561948,M0,Non-mitotic,True,,
17673,4,11325,562011,M0,Non-mitotic,True,,
17674,7,11325,562014,M0,Non-mitotic,True,,
17675,13,11325,562020,M0,Non-mitotic,True,,
17676,14,11325,562021,M0,Non-mitotic,True,,
17677,20,11325,562027,M0,Non-mitotic,True,,
17678,21,11325,562028,M0,Non-mitotic,True,,
17679,22,11325,562029,M0,Non-mitotic,True,,
17680,9,7494,562049,M0,Non-mitotic,True,,
17681,13,11326,562095,M0,Non-mitotic,True,,
17682,8,7495,562112,M0,Non-mitotic,True,,
17683,16,7495,562120,M0,Non-mitotic,True,,
17684,12,11327,562177,M0,Non-mitotic,True,,
17685,19,11327,562184,M0,Non-mitotic,True,,
17686,5,7496,562209,M0,Non-mitotic,True,,
17687,19,7496,562235,M0,Non-mitotic,True,,
17688,26,7496,562242,M0,Non-mitotic,True,,
17689,28,7496,562244,M0,Non-mitotic,True,,
17690,21,11328,562281,M0,Non-mitotic,True,,
17691,22,11328,562282,M0,Non-mitotic,True,,
17692,33,11328,562293,M0,Non-mitotic,True,,
17693,34,11328,562294,M0,Non-mitotic,True,,
17694,14,7497,562334,M0,Non-mitotic,True,,
17695,20,7497,562340,M0,Non-mitotic,True,,
17696,29,7497,562349,M0,Non-mitotic,True,,
17697,34,7497,562354,M0,Non-mitotic,True,,
17698,15,11329,562377,M0,Non-mitotic,True,,
17699,17,11329,562379,M0,Non-mitotic,True,,
17700,4,11330,562436,M0,Non-mitotic,True,,
17701,26,11330,562458,M0,Non-mitotic,True,,
17702,27,11330,562459,M0,Non-mitotic,True,,
17703,5,11331,562526,M0,Non-mitotic,True,,
17704,9,11331,562530,M0,Non-mitotic,True,,
17705,10,11331,562531,M0,Non-mitotic,True,,
17706,15,11331,562536,M0,Non-mitotic,True,,
17707,22,11331,562543,M0,Non-mitotic,True,,
17708,5,7500,562557,M0,Non-mitotic,True,,
17709,1,11333,562682,M0,Non-mitotic,True,,
17710,5,11333,562686,M0,Non-mitotic,True,,
17711,6,11333,562687,M0,Non-mitotic,True,,
17712,8,7502,562720,M0,Non-mitotic,True,,
17713,10,7502,562722,M0,Non-mitotic,True,,
17714,2,7503,562844,M0,Non-mitotic,True,,
17715,5,7503,562847,M0,Non-mitotic,True,,
17716,7,7503,562849,M0,Non-mitotic,True,,
17717,15,7503,562857,M0,Non-mitotic,True,,
17718,22,7503,562864,M0,Non-mitotic,True,,
17719,27,7503,562869,M0,Non-mitotic,True,,
17720,28,7503,562870,M0,Non-mitotic,True,,
17721,33,7503,562875,M0,Non-mitotic,True,,
17722,16,11335,562903,M0,Non-mitotic,True,,
17723,17,11335,562904,M0,Non-mitotic,True,,
17724,9,11336,562992,M0,Non-mitotic,True,,
17725,11,11336,562994,M0,Non-mitotic,True,,
17726,16,11336,562999,M0,Non-mitotic,True,,
17727,4,11337,563045,M0,Non-mitotic,True,,
17728,5,11337,563046,M0,Non-mitotic,True,,
17729,9,11337,563050,M0,Non-mitotic,True,,
17730,10,11337,563051,M0,Non-mitotic,True,,
17731,11,11337,563052,M0,Non-mitotic,True,,
17732,2,7515,563179,M0,Non-mitotic,True,,
17733,7,7515,563184,M0,Non-mitotic,True,,
17734,12,7515,563189,M0,Non-mitotic,True,,
17735,17,7515,563194,M0,Non-mitotic,True,,
17736,18,7515,563195,M0,Non-mitotic,True,,
17737,27,7515,563204,M0,Non-mitotic,True,,
17738,5,11339,563232,M0,Non-mitotic,True,,
17739,9,11339,563236,M0,Non-mitotic,True,,
17740,10,11339,563237,M0,Non-mitotic,True,,
17741,30,7516,563306,M0,Non-mitotic,True,,
17742,21,11341,563340,M0,Non-mitotic,True,,
17743,1,11342,563380,M0,Non-mitotic,True,,
17744,2,11342,563382,M0,Non-mitotic,True,,
17745,3,11342,563383,M0,Non-mitotic,True,,
17746,20,11342,563400,M0,Non-mitotic,True,,
17747,21,11342,563401,M0,Non-mitotic,True,,
17748,22,11342,563402,M0,Non-mitotic,True,,
17749,39,11342,563419,M0,Non-mitotic,True,,
17750,8,7517,563431,M0,Non-mitotic,True,,
17751,25,7517,563448,M0,Non-mitotic,True,,
17752,7,7518,563527,M0,Non-mitotic,True,,
17753,16,7518,563536,M0,Non-mitotic,True,,
17754,6,11345,563645,M0,Non-mitotic,True,,
17755,7,11345,563646,M0,Non-mitotic,True,,
17756,8,11345,563647,M0,Non-mitotic,True,,
17757,13,11345,563652,M0,Non-mitotic,True,,
17758,15,11345,563654,M0,Non-mitotic,True,,
17759,21,11345,563660,M0,Non-mitotic,True,,
17760,22,11345,563661,M0,Non-mitotic,True,,
17761,23,11345,563662,M0,Non-mitotic,True,,
17762,9,7521,563706,M0,Non-mitotic,True,,
17763,12,7521,563709,M0,Non-mitotic,True,,
17764,22,7521,563719,M0,Non-mitotic,True,,
17765,24,7521,563721,M0,Non-mitotic,True,,
17766,2,11346,563731,M0,Non-mitotic,True,,
17767,3,11346,563732,M0,Non-mitotic,True,,
17768,5,11346,563734,M0,Non-mitotic,True,,
17769,15,11346,563744,M0,Non-mitotic,True,,
17770,21,11346,563750,M0,Non-mitotic,True,,
17771,16,7525,563798,M0,Non-mitotic,True,,
17772,6,11347,563811,M0,Non-mitotic,True,,
17773,1,7527,563857,M0,Non-mitotic,True,,
17774,21,7527,563877,M0,Non-mitotic,True,,
17775,23,7527,563879,M0,Non-mitotic,True,,
17776,25,7527,563881,M0,Non-mitotic,True,,
17777,26,7527,563882,M0,Non-mitotic,True,,
17778,1,11348,563892,M6/M7,Mitotic,False,,
17779,3,11348,563894,M3,Mitotic,True,,
17780,4,11348,563895,M1/M2,Mitotic,True,,
17781,7,11348,563898,M0,Non-mitotic,True,,
17782,17,11348,563908,M0,Non-mitotic,True,,
17783,22,11348,563913,M4/M5,Mitotic,True,,
17784,29,11348,563920,M0,Non-mitotic,True,,
17785,1,11349,563987,M6/M7,Mitotic,False,,
17786,3,11349,563989,M0,Non-mitotic,True,,
17787,10,11349,563996,M0,Non-mitotic,True,,
17788,12,11349,563998,M0,Non-mitotic,True,,
17789,16,7532,564029,M0,Non-mitotic,True,,
17790,20,7532,564033,M0,Non-mitotic,True,,
17791,31,7532,564044,M0,Non-mitotic,True,,
17792,1,11350,564076,M0,Non-mitotic,True,,
17793,10,11350,564085,M0,Non-mitotic,True,,
17794,22,11350,564097,M0,Non-mitotic,True,,
17795,24,11350,564099,M0,Non-mitotic,True,,
17796,14,7534,564149,M0,Non-mitotic,True,,
17797,15,7534,564150,M0,Non-mitotic,True,,
17798,2,11351,564184,M0,Non-mitotic,True,,
17799,8,11351,564190,M0,Non-mitotic,True,,
17800,9,11351,564191,M0,Non-mitotic,True,,
17801,12,11351,564194,M0,Non-mitotic,True,,
17802,17,11351,564199,M0,Non-mitotic,True,,
17803,9,7535,564218,M0,Non-mitotic,True,,
17804,16,7535,564225,M0,Non-mitotic,True,,
17805,20,7535,564229,M0,Non-mitotic,True,,
17806,4,11352,564270,M0,Non-mitotic,True,,
17807,6,7537,564317,M0,Non-mitotic,True,,
17808,7,7537,564318,M0,Non-mitotic,True,,
17809,9,7537,564320,M0,Non-mitotic,True,,
17810,17,7537,564328,M0,Non-mitotic,True,,
17811,12,11356,564425,M0,Non-mitotic,True,,
17812,6,7540,564453,M0,Non-mitotic,True,,
17813,19,7540,564479,M0,Non-mitotic,True,,
17814,23,7540,564487,M0,Non-mitotic,True,,
17815,3,11358,564499,M0,Non-mitotic,True,,
17816,13,11358,564509,M0,Non-mitotic,True,,
17817,15,11358,564511,M0,Non-mitotic,True,,
17818,26,11360,564593,M0,Non-mitotic,True,,
17819,29,11360,564596,M0,Non-mitotic,True,,
17820,33,11360,564600,M0,Non-mitotic,True,,
17821,28,7543,564635,M0,Non-mitotic,True,,
17822,9,11361,564679,M0,Non-mitotic,True,,
17823,24,11361,564694,M0,Non-mitotic,True,,
17824,3,7544,564716,M0,Non-mitotic,True,,
17825,19,7544,564732,M0,Non-mitotic,True,,
17826,35,7544,564748,M0,Non-mitotic,True,,
17827,7,11362,564759,M0,Non-mitotic,True,,
17828,15,11362,564767,M0,Non-mitotic,True,,
17829,17,11362,564769,M0,Non-mitotic,True,,
17830,8,7546,564818,M0,Non-mitotic,True,,
17831,25,7546,564835,M0,Non-mitotic,True,,
17832,29,7546,564839,M0,Non-mitotic,True,,
17833,8,11363,564860,M0,Non-mitotic,True,,
17834,11,11363,564863,M0,Non-mitotic,True,,
17835,14,11363,564866,M0,Non-mitotic,True,,
17836,3,7547,564893,M0,Non-mitotic,True,,
17837,4,7547,564894,M0,Non-mitotic,True,,
17838,16,7547,564906,M0,Non-mitotic,True,,
17839,28,7547,564918,M0,Non-mitotic,True,,
17840,4,11364,564934,M0,Non-mitotic,True,,
17841,16,7549,565015,M0,Non-mitotic,True,,
17842,27,7549,565026,M0,Non-mitotic,True,,
17843,1,11365,565039,M4/M5,Mitotic,True,,
17844,3,11365,565041,M0,Non-mitotic,True,,
17845,7,11365,565045,M0,Non-mitotic,True,,
17846,8,11365,565046,M0,Non-mitotic,True,,
17847,9,11365,565047,M0,Non-mitotic,True,,
17848,17,11365,565055,M0,Non-mitotic,True,,
17849,20,11365,565058,M0,Non-mitotic,True,,
17850,21,11365,565059,M0,Non-mitotic,True,,
17851,8,7550,565083,M0,Non-mitotic,True,,
17852,4,11366,565106,M0,Non-mitotic,True,,
17853,14,11366,565116,M0,Non-mitotic,True,,
17854,23,11366,565125,M0,Non-mitotic,True,,
17855,3,7552,565154,M0,Non-mitotic,True,,
17856,7,7552,565158,M0,Non-mitotic,True,,
17857,18,7552,565169,M0,Non-mitotic,True,,
17858,31,7552,565182,M0,Non-mitotic,True,,
17859,5,7553,565275,M0,Non-mitotic,True,,
17860,6,7553,565276,M0,Non-mitotic,True,,
17861,11,7553,565281,M0,Non-mitotic,True,,
17862,14,7553,565284,M0,Non-mitotic,True,,
17863,24,7553,565294,M0,Non-mitotic,True,,
17864,3,11368,565310,M0,Non-mitotic,True,,
17865,7,11368,565314,M0,Non-mitotic,True,,
17866,10,11368,565317,M0,Non-mitotic,True,,
17867,12,11368,565319,M0,Non-mitotic,True,,
17868,33,11368,565340,M0,Non-mitotic,True,,
17869,8,7555,565364,M0,Non-mitotic,True,,
17870,11,7555,565367,M0,Non-mitotic,True,,
17871,3,11369,565378,M4/M5,Mitotic,True,,
17872,9,11369,565384,M0,Non-mitotic,True,,
17873,14,11369,565389,M0,Non-mitotic,True,,
17874,18,11369,565393,M0,Non-mitotic,True,,
17875,15,7558,565507,M4/M5,Mitotic,True,,
17876,18,7558,565510,M0,Non-mitotic,True,,
17877,20,7558,565512,M0,Non-mitotic,True,,
17878,8,11371,565525,M0,Non-mitotic,True,,
17879,16,11372,565621,M0,Non-mitotic,True,,
17880,17,11372,565622,M0,Non-mitotic,True,,
17881,18,11372,565623,M0,Non-mitotic,True,,
17882,21,11372,565626,M0,Non-mitotic,True,,
17883,22,11372,565627,M0,Non-mitotic,True,,
17884,23,11372,565628,M0,Non-mitotic,True,,
17885,27,11372,565632,M0,Non-mitotic,True,,
17886,19,7561,565684,M0,Non-mitotic,True,,
17887,17,7562,565756,M6/M7,Mitotic,True,,
17888,15,11374,565807,M0,Non-mitotic,True,,
17889,8,7563,565825,M0,Non-mitotic,True,,
17890,9,7563,565826,M0,Non-mitotic,True,,
17891,8,11375,565871,M0,Non-mitotic,True,,
17892,11,7564,565891,M0,Non-mitotic,True,,
17893,21,7564,565901,M0,Non-mitotic,True,,
17894,22,7564,565902,M0,Non-mitotic,True,,
17895,24,7564,565904,M0,Non-mitotic,True,,
17896,21,11377,565962,M0,Non-mitotic,True,,
17897,28,11377,565969,M0,Non-mitotic,True,,
17898,26,7565,566011,M0,Non-mitotic,True,,
17899,15,11378,566054,M0,Non-mitotic,True,,
17900,6,11380,566214,M0,Non-mitotic,True,,
17901,15,11380,566223,M0,Non-mitotic,True,,
17902,16,11380,566224,M0,Non-mitotic,True,,
17903,18,11380,566226,M0,Non-mitotic,True,,
17904,1,11381,566280,M3,Mitotic,True,,
17905,5,11381,566284,M0,Non-mitotic,True,,
17906,7,11381,566286,M0,Non-mitotic,True,,
17907,20,11381,566299,M0,Non-mitotic,True,,
17908,22,11381,566301,M0,Non-mitotic,True,,
17909,26,11381,566305,M0,Non-mitotic,True,,
17910,28,11381,566307,M0,Non-mitotic,True,,
17911,9,7569,566348,M0,Non-mitotic,True,,
17912,16,7569,566362,M0,Non-mitotic,True,,
17913,2,11382,566402,M0,Non-mitotic,True,,
17914,7,7570,566438,M0,Non-mitotic,True,,
17915,14,7570,566445,M1/M2,Mitotic,True,,
17916,38,7570,566469,M0,Non-mitotic,True,,
17917,10,11383,566485,M0,Non-mitotic,True,,
17918,2,7571,566527,M0,Non-mitotic,True,,
17919,11,7571,566536,M0,Non-mitotic,True,,
17920,12,7571,566537,M0,Non-mitotic,True,,
17921,16,7571,566541,M0,Non-mitotic,True,,
17922,4,7572,566648,M0,Non-mitotic,True,,
17923,23,7572,566667,M0,Non-mitotic,True,,
17924,20,11385,566695,M0,Non-mitotic,True,,
17925,8,11386,566777,M0,Non-mitotic,True,,
17926,10,11387,566874,M0,Non-mitotic,True,,
17927,15,11387,566879,M0,Non-mitotic,True,,
17928,24,11387,566888,M0,Non-mitotic,True,,
17929,2,7575,566912,M0,Non-mitotic,True,,
17930,3,7575,566913,M0,Non-mitotic,True,,
17931,4,7575,566914,M0,Non-mitotic,True,,
17932,12,7575,566922,M0,Non-mitotic,True,,
17933,13,7575,566923,M0,Non-mitotic,True,,
17934,23,7575,566933,M0,Non-mitotic,True,,
17935,33,7575,566943,M0,Non-mitotic,True,,
17936,6,11388,566952,M0,Non-mitotic,True,,
17937,26,11388,566972,M0,Non-mitotic,True,,
17938,4,11389,567032,M0,Non-mitotic,True,,
17939,12,11389,567040,M0,Non-mitotic,True,,
17940,1,11390,567099,M0,Non-mitotic,True,,
17941,9,11390,567107,M0,Non-mitotic,True,,
17942,30,11390,567128,M0,Non-mitotic,True,,
17943,5,7578,567148,M0,Non-mitotic,True,,
17944,14,7578,567166,M0,Non-mitotic,True,,
17945,18,7578,567174,M0,Non-mitotic,True,,
17946,4,7579,567244,M0,Non-mitotic,True,,
17947,8,7579,567252,M0,Non-mitotic,True,,
17948,18,7579,567273,M0,Non-mitotic,True,,
17949,20,7579,567275,M0,Non-mitotic,True,,
17950,26,7579,567281,M0,Non-mitotic,True,,
17951,1,11392,567288,M0,Non-mitotic,True,,
17952,6,11392,567293,M0,Non-mitotic,True,,
17953,26,11392,567313,M0,Non-mitotic,True,,
17954,1,11393,567380,M0,Non-mitotic,True,,
17955,7,11393,567386,M0,Non-mitotic,True,,
17956,2,11395,567522,M0,Non-mitotic,True,,
17957,14,11395,567534,M0,Non-mitotic,True,,
17958,19,11395,567539,M0,Non-mitotic,True,,
17959,14,7584,567636,M0,Non-mitotic,True,,
17960,2,11397,567687,M0,Non-mitotic,True,,
17961,4,11397,567689,M0,Non-mitotic,True,,
17962,8,11398,567773,M0,Non-mitotic,True,,
17963,4,7586,567795,M0,Non-mitotic,True,,
17964,20,7586,567811,M0,Non-mitotic,True,,
17965,25,7586,567816,M0,Non-mitotic,True,,
17966,35,7586,567826,M0,Non-mitotic,True,,
17967,2,11399,567865,M0,Non-mitotic,True,,
17968,13,11399,567876,M0,Non-mitotic,True,,
17969,37,11399,567900,M0,Non-mitotic,True,,
17970,45,11399,567908,M0,Non-mitotic,True,,
17971,1,7588,567913,M0,Non-mitotic,True,,
17972,2,7588,567914,M0,Non-mitotic,True,,
17973,26,7588,567938,M0,Non-mitotic,True,,
17974,2,11401,568015,M0,Non-mitotic,True,,
17975,27,11402,568125,M0,Non-mitotic,True,,
17976,8,7591,568169,M0,Non-mitotic,True,,
17977,7,7593,568363,M0,Non-mitotic,True,,
17978,10,7593,568366,M0,Non-mitotic,True,,
17979,25,7593,568381,M0,Non-mitotic,True,,
17980,2,7595,568542,M0,Non-mitotic,True,,
17981,7,7595,568547,M0,Non-mitotic,True,,
17982,19,7595,568559,M0,Non-mitotic,True,,
17983,10,11408,568570,M0,Non-mitotic,True,,
17984,10,7597,568714,M1/M2,Mitotic,True,,
17985,15,7597,568719,M0,Non-mitotic,True,,
17986,16,7597,568720,M0,Non-mitotic,True,,
17987,39,7597,568743,M0,Non-mitotic,True,,
17988,43,7597,568747,M6/M7,Mitotic,False,,
17989,3,11410,568751,M0,Non-mitotic,True,,
17990,8,11410,568756,M0,Non-mitotic,True,,
17991,12,11410,568760,M0,Non-mitotic,True,,
17992,4,7598,568788,M0,Non-mitotic,True,,
17993,7,7598,568791,M0,Non-mitotic,True,,
17994,11,7598,568795,M0,Non-mitotic,True,,
17995,11,7601,568977,M0,Non-mitotic,True,,
17996,3,7602,569034,M0,Non-mitotic,True,,
17997,5,7602,569036,M0,Non-mitotic,True,,
17998,6,7602,569037,M3,Mitotic,True,,
17999,14,7602,569045,M0,Non-mitotic,True,,
18000,1,7605,569347,M4/M5,Mitotic,True,,
18001,2,7605,569348,M4/M5,Mitotic,True,,
18002,14,7606,569463,M0,Non-mitotic,True,,
18003,16,7606,569465,M0,Non-mitotic,True,,
18004,17,7606,569466,M0,Non-mitotic,True,,
18005,18,7606,569467,M0,Non-mitotic,True,,
18006,4,11420,569495,M3,Mitotic,True,,
18007,1,7607,569516,M1/M2,Mitotic,True,,
18008,5,7607,569520,M0,Non-mitotic,True,,
18009,22,7607,569537,M0,Non-mitotic,True,,
18010,24,7607,569539,M0,Non-mitotic,True,,
18011,14,11421,569592,M0,Non-mitotic,True,,
18012,10,7608,569623,M0,Non-mitotic,True,,
18013,12,7608,569625,M0,Non-mitotic,True,,
18014,14,7608,569627,M0,Non-mitotic,True,,
18015,5,11422,569674,M0,Non-mitotic,True,,
18016,7,7610,569815,M0,Non-mitotic,True,,
18017,8,7610,569816,M0,Non-mitotic,True,,
18018,2,11424,569861,M0,Non-mitotic,True,,
18019,9,11424,569868,M0,Non-mitotic,True,,
18020,3,11427,570097,M0,Non-mitotic,True,,
18021,7,11427,570101,M0,Non-mitotic,True,,
18022,20,11427,570114,M0,Non-mitotic,True,,
18023,22,11427,570116,M0,Non-mitotic,True,,
18024,2,7614,570129,M0,Non-mitotic,True,,
18025,5,7614,570132,M0,Non-mitotic,True,,
18026,2,7615,570214,M0,Non-mitotic,True,,
18027,4,7615,570216,M0,Non-mitotic,True,,
18028,6,7615,570218,M0,Non-mitotic,True,,
18029,11,7615,570223,M0,Non-mitotic,True,,
18030,23,7615,570235,M0,Non-mitotic,True,,
18031,27,7615,570239,M6/M7,Mitotic,False,,
18032,30,7615,570242,M0,Non-mitotic,True,,
18033,1,7616,570295,M4/M5,Mitotic,True,,
18034,30,7616,570324,M0,Non-mitotic,True,,
18035,19,11430,570378,M0,Non-mitotic,True,,
18036,3,7618,570473,M6/M7,Mitotic,False,,
18037,6,7618,570476,M0,Non-mitotic,True,,
18038,17,7618,570487,M0,Non-mitotic,True,,
18039,4,7619,570555,M0,Non-mitotic,True,,
18040,17,7619,570568,M0,Non-mitotic,True,,
18041,19,7619,570570,M0,Non-mitotic,True,,
18042,26,7619,570577,M0,Non-mitotic,True,,
18043,2,11433,570611,M0,Non-mitotic,True,,
18044,6,7621,570643,M0,Non-mitotic,True,,
18045,11,7622,570741,M0,Non-mitotic,True,,
18046,25,7622,570755,M0,Non-mitotic,True,,
18047,48,7622,570778,M0,Non-mitotic,True,,
18048,10,11435,570813,M0,Non-mitotic,True,,
18049,7,7623,570828,M6/M7,Mitotic,False,,
18050,15,7623,570836,M0,Non-mitotic,True,,
18051,18,7623,570839,M0,Non-mitotic,True,,
18052,15,7624,570914,M0,Non-mitotic,True,,
18053,1,11437,570966,M0,Non-mitotic,True,,
18054,7,11437,570972,M0,Non-mitotic,True,,
18055,4,7626,571065,M0,Non-mitotic,True,,
18056,12,7626,571073,M0,Non-mitotic,True,,
18057,17,7626,571078,M0,Non-mitotic,True,,
18058,18,7626,571079,M0,Non-mitotic,True,,
18059,15,11439,571152,M0,Non-mitotic,True,,
18060,10,7627,571176,M0,Non-mitotic,True,,
18061,19,7627,571185,M0,Non-mitotic,True,,
18062,29,7627,571195,M0,Non-mitotic,True,,
18063,32,7627,571198,M0,Non-mitotic,True,,
18064,34,7627,571200,M0,Non-mitotic,True,,
18065,23,7628,571294,M6/M7,Mitotic,False,,
18066,30,7628,571301,M0,Non-mitotic,True,,
18067,1,11441,571328,M3,Mitotic,True,,
18068,4,7631,571524,M0,Non-mitotic,True,,
18069,14,7631,571534,M0,Non-mitotic,True,,
18070,15,7631,571535,M0,Non-mitotic,True,,
18071,19,7631,571539,M0,Non-mitotic,True,,
18072,22,7631,571542,M0,Non-mitotic,True,,
18073,18,7632,571620,M0,Non-mitotic,True,,
18074,20,7632,571622,M0,Non-mitotic,True,,
18075,21,7632,571623,M0,Non-mitotic,True,,
18076,20,11448,571879,M0,Non-mitotic,True,,
18077,24,11448,571883,M0,Non-mitotic,True,,
18078,13,7635,571905,M0,Non-mitotic,True,,
18079,24,7635,571916,M0,Non-mitotic,True,,
18080,1,11449,571944,M0,Non-mitotic,True,,
18081,3,11449,571946,M0,Non-mitotic,True,,
18082,1,7636,571973,M3,Mitotic,True,,
18083,3,7636,571975,M0,Non-mitotic,True,,
18084,7,7636,571979,M0,Non-mitotic,True,,
18085,11,7636,571983,M0,Non-mitotic,True,,
18086,12,11450,572058,M0,Non-mitotic,True,,
18087,9,11452,572106,M0,Non-mitotic,True,,
18088,13,11452,572110,M0,Non-mitotic,True,,
18089,24,7638,572147,M0,Non-mitotic,True,,
18090,40,11453,572231,M0,Non-mitotic,True,,
18091,2,11454,572302,M0,Non-mitotic,True,,
18092,6,11454,572306,M6/M7,Mitotic,True,,
18093,7,11454,572307,M6/M7,Mitotic,False,,
18094,23,11454,572323,M0,Non-mitotic,True,,
18095,5,7640,572341,M0,Non-mitotic,True,,
